Entity,Code,Year,Dates | 00000577 || Production | 005510 || tonnes
Mexico,MEX,2018,8945.69
Mexico,MEX,2019,12364.94
Mexico,MEX,2020,19863.26
Mexico,MEX,2021,19244
Mexico,MEX,2022,19465.02
Mexico,MEX,2023,16962.18
Morocco,MAR,1961,86000
Morocco,MAR,1962,56000
Morocco,MAR,1963,80000
Morocco,MAR,1964,85000
Morocco,MAR,1965,86000
Morocco,MAR,1966,90000
Morocco,MAR,1967,90000
Morocco,MAR,1968,90000
Morocco,MAR,1969,90000
Morocco,MAR,1970,90000
Morocco,MAR,1971,90000
Morocco,MAR,1972,92000
Morocco,MAR,1973,92000
Morocco,MAR,1974,93600
Morocco,MAR,1975,95800
Morocco,MAR,1976,98200
Morocco,MAR,1977,97400
Morocco,MAR,1978,90000
Morocco,MAR,1979,97000
Morocco,MAR,1980,75000
Morocco,MAR,1981,65000
Morocco,MAR,1982,66000
Morocco,MAR,1983,56050
Morocco,MAR,1984,25420
Morocco,MAR,1985,13940
Morocco,MAR,1986,20000
Morocco,MAR,1987,37000
Morocco,MAR,1988,50380
Morocco,MAR,1989,105700
Morocco,MAR,1990,120000
Morocco,MAR,1991,107000
Morocco,MAR,1992,82000
Morocco,MAR,1993,111100
Morocco,MAR,1994,62020
Morocco,MAR,1995,97600
Morocco,MAR,1996,80000
Morocco,MAR,1997,110470
Morocco,MAR,1998,85000
Morocco,MAR,1999,72561
Morocco,MAR,2000,74000
Morocco,MAR,2001,32400
Morocco,MAR,2002,33200
Morocco,MAR,2003,54110
Morocco,MAR,2004,69400
Morocco,MAR,2005,47500
Morocco,MAR,2006,45470
Morocco,MAR,2007,74300
Morocco,MAR,2008,72700
Morocco,MAR,2009,84580
Morocco,MAR,2010,101351
Morocco,MAR,2011,102961
Morocco,MAR,2012,101862
Morocco,MAR,2013,111924
Morocco,MAR,2014,102201
Morocco,MAR,2015,100376.33
Morocco,MAR,2016,125328.95
Morocco,MAR,2017,129561.68
Morocco,MAR,2018,111701
Morocco,MAR,2019,101536.95
Morocco,MAR,2020,143159.8
Morocco,MAR,2021,150301
Morocco,MAR,2022,137393.77
Morocco,MAR,2023,107375.75
Namibia,NAM,1997,500
Namibia,NAM,1998,459.54
Namibia,NAM,1999,450.54
Namibia,NAM,2000,441.57
Namibia,NAM,2001,432.65
Namibia,NAM,2002,423.83
Namibia,NAM,2003,417.02
Namibia,NAM,2004,407.8
Namibia,NAM,2005,400
Namibia,NAM,2006,384.25
Namibia,NAM,2007,369.75
Namibia,NAM,2008,333
Namibia,NAM,2009,276
Namibia,NAM,2010,375
Namibia,NAM,2011,380
Namibia,NAM,2012,400
Namibia,NAM,2013,369.24
Namibia,NAM,2014,351.73
Namibia,NAM,2015,355.71
Namibia,NAM,2016,350.71
Namibia,NAM,2017,345.47
Namibia,NAM,2018,694
Namibia,NAM,2019,1019.02
Namibia,NAM,2020,1300
Namibia,NAM,2021,1500
Namibia,NAM,2022,1691.37
Namibia,NAM,2023,1433.75
Niger,NER,1961,3000
Niger,NER,1962,3000
Niger,NER,1963,5000
Niger,NER,1964,5000
Niger,NER,1965,5000
Niger,NER,1966,5000
Niger,NER,1967,5000
Niger,NER,1968,5000
Niger,NER,1969,5000
Niger,NER,1970,5000
Niger,NER,1971,5000
Niger,NER,1972,5000
Niger,NER,1973,5000
Niger,NER,1974,5200
Niger,NER,1975,5400
Niger,NER,1976,5600
Niger,NER,1977,5600
Niger,NER,1978,5800
Niger,NER,1979,5900
Niger,NER,1980,6100
Niger,NER,1981,6100
Niger,NER,1982,6200
Niger,NER,1983,6300
Niger,NER,1984,6400
Niger,NER,1985,6500
Niger,NER,1986,6700
Niger,NER,1987,6800
Niger,NER,1988,6900
Niger,NER,1989,7000
Niger,NER,1990,7100
Niger,NER,1991,7200
Niger,NER,1992,7300
Niger,NER,1993,7400
Niger,NER,1994,7500
Niger,NER,1995,7991.27
Niger,NER,1996,7600
Niger,NER,1997,8476.07
Niger,NER,1998,8709.44
Niger,NER,1999,8954.96
Niger,NER,2000,9203.52
Niger,NER,2001,7700
Niger,NER,2002,9732.87
Niger,NER,2003,7800
Niger,NER,2004,10406.17
Niger,NER,2005,8000
Niger,NER,2006,10000
Niger,NER,2007,13000
Niger,NER,2008,16589
Niger,NER,2009,37794
Niger,NER,2010,16175
Niger,NER,2011,16694
Niger,NER,2012,17000
Niger,NER,2013,16444
Niger,NER,2014,15175
Niger,NER,2015,17633.29
Niger,NER,2016,16417.43
Niger,NER,2017,16408.57
Niger,NER,2018,17438.87
Niger,NER,2019,16754.96
Niger,NER,2020,16867.46
Niger,NER,2021,17152.76
Niger,NER,2022,17158.21
Niger,NER,2023,17173.91
Oman,OMN,1961,40000
Oman,OMN,1962,40000
Oman,OMN,1963,40000
Oman,OMN,1964,40000
Oman,OMN,1965,40000
Oman,OMN,1966,40000
Oman,OMN,1967,40000
Oman,OMN,1968,40000
Oman,OMN,1969,45000
Oman,OMN,1970,45000
Oman,OMN,1971,47000
Oman,OMN,1972,50000
Oman,OMN,1973,50000
Oman,OMN,1974,50000
Oman,OMN,1975,50000
Oman,OMN,1976,55000
Oman,OMN,1977,60000
Oman,OMN,1978,65000
Oman,OMN,1979,70000
Oman,OMN,1980,70000
Oman,OMN,1981,70000
Oman,OMN,1982,72121
Oman,OMN,1983,74880
Oman,OMN,1984,75000
Oman,OMN,1985,80000
Oman,OMN,1986,100000
Oman,OMN,1987,110000
Oman,OMN,1988,120000
Oman,OMN,1989,121000
Oman,OMN,1990,120000
Oman,OMN,1991,135000
Oman,OMN,1992,150000
Oman,OMN,1993,163000
Oman,OMN,1994,170000
Oman,OMN,1995,173000
Oman,OMN,1996,180000
Oman,OMN,1997,185000
Oman,OMN,1998,236000
Oman,OMN,1999,282000
Oman,OMN,2000,280030
Oman,OMN,2001,298006
Oman,OMN,2002,238611
Oman,OMN,2003,219770
Oman,OMN,2004,231000
Oman,OMN,2005,247331
Oman,OMN,2006,258738
Oman,OMN,2007,255871
Oman,OMN,2008,267000
Oman,OMN,2009,258572
Oman,OMN,2010,276405
Oman,OMN,2011,268011
Oman,OMN,2012,281000
Oman,OMN,2013,308400
Oman,OMN,2014,317400
Oman,OMN,2015,344690
Oman,OMN,2016,355332
Oman,OMN,2017,360917
Oman,OMN,2018,368808
Oman,OMN,2019,376850
Oman,OMN,2020,368577
Oman,OMN,2021,374200
Oman,OMN,2022,376980
Oman,OMN,2023,394946
Pakistan,PAK,1961,73600
Pakistan,PAK,1962,63300
Pakistan,PAK,1963,52700
Pakistan,PAK,1964,133600
Pakistan,PAK,1965,158900
Pakistan,PAK,1966,141600
Pakistan,PAK,1967,145800
Pakistan,PAK,1968,150800
Pakistan,PAK,1969,142800
Pakistan,PAK,1970,157300
Pakistan,PAK,1971,183100
Pakistan,PAK,1972,197600
Pakistan,PAK,1973,178200
Pakistan,PAK,1974,158800
Pakistan,PAK,1975,165700
Pakistan,PAK,1976,202018
Pakistan,PAK,1977,197878
Pakistan,PAK,1978,197823
Pakistan,PAK,1979,198400
Pakistan,PAK,1980,194138
Pakistan,PAK,1981,214498
Pakistan,PAK,1982,223720
Pakistan,PAK,1983,230726
Pakistan,PAK,1984,234260
Pakistan,PAK,1985,268600
Pakistan,PAK,1986,273800
Pakistan,PAK,1987,276500
Pakistan,PAK,1988,281600
Pakistan,PAK,1989,284135
Pakistan,PAK,1990,287300
Pakistan,PAK,1991,292898
Pakistan,PAK,1992,275157
Pakistan,PAK,1993,576574
Pakistan,PAK,1994,578574
Pakistan,PAK,1995,532531
Pakistan,PAK,1996,534431
Pakistan,PAK,1997,537487
Pakistan,PAK,1998,721643
Pakistan,PAK,1999,579880
Pakistan,PAK,2000,612482
Pakistan,PAK,2001,630281
Pakistan,PAK,2002,625000
Pakistan,PAK,2003,426822
Pakistan,PAK,2004,622404
Pakistan,PAK,2005,496576
Pakistan,PAK,2006,426281
Pakistan,PAK,2007,557524
Pakistan,PAK,2008,566400
Pakistan,PAK,2009,531191
Pakistan,PAK,2010,524041
Pakistan,PAK,2011,557279
Pakistan,PAK,2012,524612
Pakistan,PAK,2013,526749
Pakistan,PAK,2014,537204
Pakistan,PAK,2015,467756
Pakistan,PAK,2016,438989
Pakistan,PAK,2017,440606
Pakistan,PAK,2018,446995
Pakistan,PAK,2019,564904
Pakistan,PAK,2020,560184
Pakistan,PAK,2021,838251
Pakistan,PAK,2022,228555
Pakistan,PAK,2023,503787.28
Palestine,PSE,1994,3096
Palestine,PSE,1995,3100
Palestine,PSE,1996,3179
Palestine,PSE,1997,3429
Palestine,PSE,1998,3498
Palestine,PSE,1999,3470
Palestine,PSE,2000,3852
Palestine,PSE,2001,3819
Palestine,PSE,2002,5051
Palestine,PSE,2003,3657
Palestine,PSE,2004,5015
Palestine,PSE,2005,3608
Palestine,PSE,2006,2443
Palestine,PSE,2007,3030
Palestine,PSE,2008,3997
Palestine,PSE,2009,4745.66
Palestine,PSE,2010,4553.64
Palestine,PSE,2011,6004.62
Palestine,PSE,2012,6857.6
Palestine,PSE,2013,9288.7
Palestine,PSE,2014,12030
Palestine,PSE,2015,7970
Palestine,PSE,2016,10075
Palestine,PSE,2017,14493.7
Palestine,PSE,2018,28360
Palestine,PSE,2019,7730
Palestine,PSE,2020,8080
Palestine,PSE,2021,25085
Palestine,PSE,2022,20854.9
Palestine,PSE,2023,16639.86
Peru,PER,1961,600
Peru,PER,1962,600
Peru,PER,1963,700
Peru,PER,1964,700
Peru,PER,1965,800
Peru,PER,1966,808
Peru,PER,1967,803
Peru,PER,1968,363
Peru,PER,1969,448
Peru,PER,1970,418
Peru,PER,1971,427
Peru,PER,1972,300
Peru,PER,1973,348
Peru,PER,1974,324
Peru,PER,1975,360
Peru,PER,1976,360
Peru,PER,1977,420
Peru,PER,1978,420
Peru,PER,1979,420
Peru,PER,1980,385
Peru,PER,1981,385
Peru,PER,1982,494
Peru,PER,1983,193
Peru,PER,1984,494
Peru,PER,1985,625
Peru,PER,1986,777
Peru,PER,1987,293
Peru,PER,1988,440
Peru,PER,1989,324
Peru,PER,1990,474
Peru,PER,1991,320
Peru,PER,1992,432
Peru,PER,1993,314
Peru,PER,1994,215
Peru,PER,1995,117
Peru,PER,1996,145
Peru,PER,1997,249
Peru,PER,1998,128
Peru,PER,1999,303
Peru,PER,2000,199
Peru,PER,2001,194
Peru,PER,2002,248
Peru,PER,2003,242
Peru,PER,2004,257
Peru,PER,2005,276
Peru,PER,2006,422
Peru,PER,2007,207
Peru,PER,2008,426
Peru,PER,2009,335
Peru,PER,2010,337
Peru,PER,2011,379
Peru,PER,2012,167.5
Peru,PER,2013,230.4
Peru,PER,2014,206.45
Peru,PER,2015,192
Peru,PER,2016,217.41
Peru,PER,2017,224
Peru,PER,2018,274
Peru,PER,2019,366.95
Peru,PER,2020,396.67
Peru,PER,2021,389.6
Peru,PER,2022,481.01
Peru,PER,2023,526.31
Qatar,QAT,1961,0
Qatar,QAT,1962,0
Qatar,QAT,1963,0
Qatar,QAT,1964,0
Qatar,QAT,1965,0
Qatar,QAT,1966,0
Qatar,QAT,1967,0
Qatar,QAT,1968,0
Qatar,QAT,1969,0
Qatar,QAT,1970,0
Qatar,QAT,1971,0
Qatar,QAT,1972,0
Qatar,QAT,1973,0
Qatar,QAT,1974,0
Qatar,QAT,1975,0
Qatar,QAT,1976,0
Qatar,QAT,1977,0
Qatar,QAT,1978,2700
Qatar,QAT,1979,2907
Qatar,QAT,1980,3060
Qatar,QAT,1981,5880
Qatar,QAT,1982,6614
Qatar,QAT,1983,6204
Qatar,QAT,1984,5312
Qatar,QAT,1985,4921
Qatar,QAT,1986,4976
Qatar,QAT,1987,5197
Qatar,QAT,1988,5270
Qatar,QAT,1989,5279
Qatar,QAT,1990,5712
Qatar,QAT,1991,9013
Qatar,QAT,1992,9521
Qatar,QAT,1993,10723
Qatar,QAT,1994,11431
Qatar,QAT,1995,12533
Qatar,QAT,1996,14582
Qatar,QAT,1997,22915
Qatar,QAT,1998,16409
Qatar,QAT,1999,16389
Qatar,QAT,2000,16116
Qatar,QAT,2001,13109
Qatar,QAT,2002,14845
Qatar,QAT,2003,16579
Qatar,QAT,2004,18222
Qatar,QAT,2005,19844
Qatar,QAT,2006,21564
Qatar,QAT,2007,21564
Qatar,QAT,2008,21560
Qatar,QAT,2009,20815
Qatar,QAT,2010,21491
Qatar,QAT,2011,20696
Qatar,QAT,2012,21843
Qatar,QAT,2013,31182
Qatar,QAT,2014,27482
Qatar,QAT,2015,27596.4
Qatar,QAT,2016,28877.4
Qatar,QAT,2017,28095
Qatar,QAT,2018,29012
Qatar,QAT,2019,25843.4
Qatar,QAT,2020,26607
Qatar,QAT,2021,28716
Qatar,QAT,2022,33886
Qatar,QAT,2023,35547
Saudi Arabia,SAU,1961,160000
Saudi Arabia,SAU,1962,165000
Saudi Arabia,SAU,1963,170000
Saudi Arabia,SAU,1964,175000
Saudi Arabia,SAU,1965,180000
Saudi Arabia,SAU,1966,188330
Saudi Arabia,SAU,1967,188330
Saudi Arabia,SAU,1968,200000
Saudi Arabia,SAU,1969,220000
Saudi Arabia,SAU,1970,240000
Saudi Arabia,SAU,1971,224278
Saudi Arabia,SAU,1972,187846
Saudi Arabia,SAU,1973,293014
Saudi Arabia,SAU,1974,360095
Saudi Arabia,SAU,1975,337283
Saudi Arabia,SAU,1976,256903
Saudi Arabia,SAU,1977,382297
Saudi Arabia,SAU,1978,411388
Saudi Arabia,SAU,1979,418281
Saudi Arabia,SAU,1980,342286
Saudi Arabia,SAU,1981,371038
Saudi Arabia,SAU,1982,399576
Saudi Arabia,SAU,1983,406722
Saudi Arabia,SAU,1984,454420
Saudi Arabia,SAU,1985,455730
Saudi Arabia,SAU,1986,457443
Saudi Arabia,SAU,1987,502810
Saudi Arabia,SAU,1988,513613
Saudi Arabia,SAU,1989,521840
Saudi Arabia,SAU,1990,527881
Saudi Arabia,SAU,1991,528074
Saudi Arabia,SAU,1992,552493
Saudi Arabia,SAU,1993,563008
Saudi Arabia,SAU,1994,567762
Saudi Arabia,SAU,1995,589261
Saudi Arabia,SAU,1996,616908
Saudi Arabia,SAU,1997,649239
Saudi Arabia,SAU,1998,648000
Saudi Arabia,SAU,1999,712000
Saudi Arabia,SAU,2000,734844
Saudi Arabia,SAU,2001,817887
Saudi Arabia,SAU,2002,829540
Saudi Arabia,SAU,2003,884088
Saudi Arabia,SAU,2004,941293
Saudi Arabia,SAU,2005,970488
Saudi Arabia,SAU,2006,977036
Saudi Arabia,SAU,2007,982546
Saudi Arabia,SAU,2008,986409
Saudi Arabia,SAU,2009,991660
Saudi Arabia,SAU,2010,991546
Saudi Arabia,SAU,2011,1008105
Saudi Arabia,SAU,2012,1031082
Saudi Arabia,SAU,2013,1095158
Saudi Arabia,SAU,2014,656807
Saudi Arabia,SAU,2015,1038530
Saudi Arabia,SAU,2016,1153009
Saudi Arabia,SAU,2017,1224192
Saudi Arabia,SAU,2018,1302859
Saudi Arabia,SAU,2019,1539755.9
Saudi Arabia,SAU,2020,1541769
Saudi Arabia,SAU,2021,1565830
Saudi Arabia,SAU,2022,1610731
Saudi Arabia,SAU,2023,1642992.5
Somalia,SOM,1961,4700
Somalia,SOM,1962,4800
Somalia,SOM,1963,4900
Somalia,SOM,1964,5000
Somalia,SOM,1965,5100
Somalia,SOM,1966,5200
Somalia,SOM,1967,5300
Somalia,SOM,1968,5300
Somalia,SOM,1969,5400
Somalia,SOM,1970,5400
Somalia,SOM,1971,5500
Somalia,SOM,1972,5500
Somalia,SOM,1973,5600
Somalia,SOM,1974,5600
Somalia,SOM,1975,5600
Somalia,SOM,1976,7000
Somalia,SOM,1977,8000
Somalia,SOM,1978,7000
Somalia,SOM,1979,9000
Somalia,SOM,1980,9000
Somalia,SOM,1981,9000
Somalia,SOM,1982,9000
Somalia,SOM,1983,9200
Somalia,SOM,1984,9400
Somalia,SOM,1985,9600
Somalia,SOM,1986,9700
Somalia,SOM,1987,9800
Somalia,SOM,1988,9900
Somalia,SOM,1989,10000
Somalia,SOM,1990,10100
Somalia,SOM,1991,8500
Somalia,SOM,1992,8000
Somalia,SOM,1993,9000
Somalia,SOM,1994,9500
Somalia,SOM,1995,9440.27
Somalia,SOM,1996,9496.08
Somalia,SOM,1997,9589.36
Somalia,SOM,1998,9400
Somalia,SOM,1999,9500
Somalia,SOM,2000,10000
Somalia,SOM,2001,11000
Somalia,SOM,2002,10846.88
Somalia,SOM,2003,12000
Somalia,SOM,2004,11216.6
Somalia,SOM,2005,10500
Somalia,SOM,2006,12000
Somalia,SOM,2007,11834.25
Somalia,SOM,2008,12016.05
Somalia,SOM,2009,12212.12
Somalia,SOM,2010,12391.56
Somalia,SOM,2011,12570.59
Somalia,SOM,2012,13000
Somalia,SOM,2013,13000
Somalia,SOM,2014,13272.61
Somalia,SOM,2015,13514.11
Somalia,SOM,2016,13744.57
Somalia,SOM,2017,13930.05
Somalia,SOM,2018,14095.33
Somalia,SOM,2019,14399.03
Somalia,SOM,2020,14141.47
Somalia,SOM,2021,14211.94
Somalia,SOM,2022,14250.81
Somalia,SOM,2023,14201.41
Spain,ESP,1961,12000
Spain,ESP,1962,12000
Spain,ESP,1963,12000
Spain,ESP,1964,15000
Spain,ESP,1965,17000
Spain,ESP,1966,15728
Spain,ESP,1967,14943
Spain,ESP,1968,16204
Spain,ESP,1969,15838
Spain,ESP,1970,14876
Spain,ESP,1971,15944
Spain,ESP,1972,14984
Spain,ESP,1973,16339
Spain,ESP,1974,15869
Spain,ESP,1975,15676
Spain,ESP,1976,15408
Spain,ESP,1977,12690
Spain,ESP,1978,12592
Spain,ESP,1979,9776
Spain,ESP,1980,9535
Spain,ESP,1981,11060
Spain,ESP,1982,11408
Spain,ESP,1983,10914
Spain,ESP,1984,12648
Spain,ESP,1985,12798
Spain,ESP,1986,11260
Spain,ESP,1987,10645
Spain,ESP,1988,9633
Spain,ESP,1989,9787
Spain,ESP,1990,11201
Spain,ESP,1991,7688
Spain,ESP,1992,7792
Spain,ESP,1993,7902
Spain,ESP,1994,8050
Spain,ESP,1995,8020
Spain,ESP,1996,8105
Spain,ESP,1997,8038
Spain,ESP,1998,7504
Spain,ESP,1999,7565
Spain,ESP,2000,3717
Spain,ESP,2001,3732
Spain,ESP,2002,3451
Spain,ESP,2003,3580
Spain,ESP,2004,4273
Spain,ESP,2005,4360
Spain,ESP,2006,4622
Spain,ESP,2007,5000
Spain,ESP,2008,4481
Spain,ESP,2009,4435
Spain,ESP,2010,4002
Spain,ESP,2011,3741
Spain,ESP,2012,3972
Spain,ESP,2013,2872
Spain,ESP,2014,4000
Spain,ESP,2015,2929.48
Spain,ESP,2016,1975
Spain,ESP,2017,1848
Sudan,SDN,2012,433500
Sudan,SDN,2013,437835
Sudan,SDN,2014,439000
Sudan,SDN,2015,439100
Sudan,SDN,2016,439120
Sudan,SDN,2017,442000
Sudan,SDN,2018,413600
Sudan,SDN,2019,438700
Sudan,SDN,2020,465323.25
Sudan,SDN,2021,460096.6
Sudan,SDN,2022,442722.4
Sudan,SDN,2023,442674.03
Sudan (former),SDN,1961,53000
Sudan (former),SDN,1962,55000
Sudan (former),SDN,1963,58000
Sudan (former),SDN,1964,60000
Sudan (former),SDN,1965,63000
Sudan (former),SDN,1966,65000
Sudan (former),SDN,1967,68000
Sudan (former),SDN,1968,70000
Sudan (former),SDN,1969,80000
Sudan (former),SDN,1970,90000
Sudan (former),SDN,1971,102000
Sudan (former),SDN,1972,97500
Sudan (former),SDN,1973,120000
Sudan (former),SDN,1974,115000
Sudan (former),SDN,1975,110000
Sudan (former),SDN,1976,105000
Sudan (former),SDN,1977,106000
Sudan (former),SDN,1978,110000
Sudan (former),SDN,1979,125000
Sudan (former),SDN,1980,130000
Sudan (former),SDN,1981,133960
Sudan (former),SDN,1982,118319
Sudan (former),SDN,1983,116000
Sudan (former),SDN,1984,115000
Sudan (former),SDN,1985,116000
Sudan (former),SDN,1986,120000
Sudan (former),SDN,1987,125000
Sudan (former),SDN,1988,125000
Sudan (former),SDN,1989,130000
Sudan (former),SDN,1990,110000
Sudan (former),SDN,1991,140000
Sudan (former),SDN,1992,142000
Sudan (former),SDN,1993,130000
Sudan (former),SDN,1994,138000
Sudan (former),SDN,1995,160000
Sudan (former),SDN,1996,167500
Sudan (former),SDN,1997,180000
Sudan (former),SDN,1998,200000
Sudan (former),SDN,1999,240000
Sudan (former),SDN,2000,332320
Sudan (former),SDN,2001,330000
Sudan (former),SDN,2002,330000
Sudan (former),SDN,2003,328000
Sudan (former),SDN,2004,336000
Sudan (former),SDN,2005,328200
Sudan (former),SDN,2006,348000
Sudan (former),SDN,2007,336000
Sudan (former),SDN,2008,339300
Sudan (former),SDN,2009,422000
Sudan (former),SDN,2010,431000
Sudan (former),SDN,2011,432100
Syria,SYR,1991,646
Syria,SYR,1992,1484
Syria,SYR,1993,1406
Syria,SYR,1994,720
Syria,SYR,1995,700
Syria,SYR,1996,2400
Syria,SYR,1997,2500
Syria,SYR,1998,2500
Syria,SYR,1999,3000
Syria,SYR,2000,3051
Syria,SYR,2001,3921
Syria,SYR,2002,1453
Syria,SYR,2003,4000
Syria,SYR,2004,3500
Syria,SYR,2005,3293.79
Syria,SYR,2006,3260
Syria,SYR,2007,3450
Syria,SYR,2008,3485
Syria,SYR,2009,4037
Syria,SYR,2010,4373
Syria,SYR,2011,4013
Syria,SYR,2012,3986
Syria,SYR,2013,4039
Syria,SYR,2014,2966
Syria,SYR,2015,3000
Syria,SYR,2016,3000
Syria,SYR,2017,4016
Syria,SYR,2018,4028
Syria,SYR,2019,3567
Syria,SYR,2020,2859
Syria,SYR,2021,2857
Syria,SYR,2022,2382
Syria,SYR,2023,3368
Tunisia,TUN,1961,36300
Tunisia,TUN,1962,14800
Tunisia,TUN,1963,30000
Tunisia,TUN,1964,42000
Tunisia,TUN,1965,54000
Tunisia,TUN,1966,42300
Tunisia,TUN,1967,39300
Tunisia,TUN,1968,59500
Tunisia,TUN,1969,18500
Tunisia,TUN,1970,39000
Tunisia,TUN,1971,39000
Tunisia,TUN,1972,42000
Tunisia,TUN,1973,40000
Tunisia,TUN,1974,38000
Tunisia,TUN,1975,45000
Tunisia,TUN,1976,48000
Tunisia,TUN,1977,58000
Tunisia,TUN,1978,52330
Tunisia,TUN,1979,46100
Tunisia,TUN,1980,58000
Tunisia,TUN,1981,50000
Tunisia,TUN,1982,45000
Tunisia,TUN,1983,77000
Tunisia,TUN,1984,62000
Tunisia,TUN,1985,71000
Tunisia,TUN,1986,85000
Tunisia,TUN,1987,69000
Tunisia,TUN,1988,70000
Tunisia,TUN,1989,74800
Tunisia,TUN,1990,81200
Tunisia,TUN,1991,75000
Tunisia,TUN,1992,75500
Tunisia,TUN,1993,86000
Tunisia,TUN,1994,74000
Tunisia,TUN,1995,69000
Tunisia,TUN,1996,74000
Tunisia,TUN,1997,95000
Tunisia,TUN,1998,103000
Tunisia,TUN,1999,103000
Tunisia,TUN,2000,105000
Tunisia,TUN,2001,105000
Tunisia,TUN,2002,115000
Tunisia,TUN,2003,111000
Tunisia,TUN,2004,122000
Tunisia,TUN,2005,113000
Tunisia,TUN,2006,131000
Tunisia,TUN,2007,124000
Tunisia,TUN,2008,145000
Tunisia,TUN,2009,162000
Tunisia,TUN,2010,174000
Tunisia,TUN,2011,190000
Tunisia,TUN,2012,192000
Tunisia,TUN,2013,195000
Tunisia,TUN,2014,199000
Tunisia,TUN,2015,223000
Tunisia,TUN,2016,241000
Tunisia,TUN,2017,260000
Tunisia,TUN,2018,305000
Tunisia,TUN,2019,289000
Tunisia,TUN,2020,332000
Tunisia,TUN,2021,345000
Tunisia,TUN,2022,369000
Tunisia,TUN,2023,386395.88
Turkey,TUR,1961,1200
Turkey,TUR,1962,1200
Turkey,TUR,1963,1200
Turkey,TUR,1964,1300
Turkey,TUR,1965,1300
Turkey,TUR,1966,1400
Turkey,TUR,1967,1400
Turkey,TUR,1968,1400
Turkey,TUR,1969,1350
Turkey,TUR,1970,1400
Turkey,TUR,1971,1400
Turkey,TUR,1972,1500
Turkey,TUR,1973,1970
Turkey,TUR,1974,1600
Turkey,TUR,1975,2000
Turkey,TUR,1976,2000
Turkey,TUR,1977,2600
Turkey,TUR,1978,3500
Turkey,TUR,1979,3500
Turkey,TUR,1980,3800
Turkey,TUR,1981,3500
Turkey,TUR,1982,3500
Turkey,TUR,1983,3500
Turkey,TUR,1984,4000
Turkey,TUR,1985,4700
Turkey,TUR,1986,5000
Turkey,TUR,1987,5000
Turkey,TUR,1988,8000
Turkey,TUR,1989,8000
Turkey,TUR,1990,10000
Turkey,TUR,1991,10000
Turkey,TUR,1992,10000
Turkey,TUR,1993,10000
Turkey,TUR,1994,9300
Turkey,TUR,1995,9200
Turkey,TUR,1996,9400
Turkey,TUR,1997,10000
Turkey,TUR,1998,10500
Turkey,TUR,1999,11500
Turkey,TUR,2000,12000
Turkey,TUR,2001,13500
Turkey,TUR,2002,15000
Turkey,TUR,2003,15000
Turkey,TUR,2004,17000
Turkey,TUR,2005,18000
Turkey,TUR,2006,19297
Turkey,TUR,2007,23713
Turkey,TUR,2008,24302
Turkey,TUR,2009,25281
Turkey,TUR,2010,26277
Turkey,TUR,2011,28295
Turkey,TUR,2012,31765
Turkey,TUR,2013,33232
Turkey,TUR,2014,33470
Turkey,TUR,2015,33725
Turkey,TUR,2016,34650
Turkey,TUR,2017,38043
Turkey,TUR,2018,46676
Turkey,TUR,2019,51317
Turkey,TUR,2020,60661
Turkey,TUR,2021,77131
Turkey,TUR,2022,97560
Turkey,TUR,2023,127314
United Arab Emirates,ARE,1961,6000
United Arab Emirates,ARE,1962,6500
United Arab Emirates,ARE,1963,7000
United Arab Emirates,ARE,1964,7500
United Arab Emirates,ARE,1965,7500
United Arab Emirates,ARE,1966,7600
United Arab Emirates,ARE,1967,7500
United Arab Emirates,ARE,1968,7200
United Arab Emirates,ARE,1969,7600
United Arab Emirates,ARE,1970,8000
United Arab Emirates,ARE,1971,8400
United Arab Emirates,ARE,1972,8800
United Arab Emirates,ARE,1973,10612
United Arab Emirates,ARE,1974,18000
United Arab Emirates,ARE,1975,22000
United Arab Emirates,ARE,1976,26000
United Arab Emirates,ARE,1977,30159
United Arab Emirates,ARE,1978,38990
United Arab Emirates,ARE,1979,40219
United Arab Emirates,ARE,1980,51157
United Arab Emirates,ARE,1981,49068
United Arab Emirates,ARE,1982,58300
United Arab Emirates,ARE,1983,61629
United Arab Emirates,ARE,1984,52122
United Arab Emirates,ARE,1985,59718
United Arab Emirates,ARE,1986,78449
United Arab Emirates,ARE,1987,79471
United Arab Emirates,ARE,1988,141463
United Arab Emirates,ARE,1989,141463
United Arab Emirates,ARE,1990,141463
United Arab Emirates,ARE,1991,173110
United Arab Emirates,ARE,1992,230400
United Arab Emirates,ARE,1993,236135
United Arab Emirates,ARE,1994,236100
United Arab Emirates,ARE,1995,236965
United Arab Emirates,ARE,1996,244644
United Arab Emirates,ARE,1997,288190
United Arab Emirates,ARE,1998,290448
United Arab Emirates,ARE,1999,535964
United Arab Emirates,ARE,2000,757601
United Arab Emirates,ARE,2001,757601
United Arab Emirates,ARE,2002,757601
United Arab Emirates,ARE,2003,757601
United Arab Emirates,ARE,2004,760000
United Arab Emirates,ARE,2005,757601
United Arab Emirates,ARE,2006,757600
United Arab Emirates,ARE,2007,757600
United Arab Emirates,ARE,2008,757600
United Arab Emirates,ARE,2009,759000
United Arab Emirates,ARE,2010,825300
United Arab Emirates,ARE,2011,239164
United Arab Emirates,ARE,2012,221529
United Arab Emirates,ARE,2013,237864
United Arab Emirates,ARE,2014,325768
United Arab Emirates,ARE,2015,402937
United Arab Emirates,ARE,2016,410958
United Arab Emirates,ARE,2017,344713.5
United Arab Emirates,ARE,2018,345119
